minute,heure,TV_W,Eclairage_LED_W,Ventilateur_W,Refrigerateur_W,Total_agrege_W
480,8.0,0.0,0.0,0.0,0.001,0.001
481,8.016666666666667,0.0,0.0,0.0,0.001,0.001
482,8.033333333333333,0.0,0.0,0.0,0.001,0.001
483,8.05,0.0,0.0,0.0,0.001,0.001
484,8.066666666666666,0.0,0.0,0.0,0.001,0.001
485,8.083333333333334,0.0,0.0,0.0,0.001,0.001
486,8.1,0.0,0.0,0.0,0.001,0.001
487,8.116666666666667,0.0,0.0,0.0,0.001,0.001
488,8.133333333333333,0.0,0.0,0.0,0.001,0.001
489,8.15,0.0,0.0,0.0,0.001,0.001
490,8.166666666666666,0.0,0.0,0.0,0.001,0.001
491,8.183333333333334,0.0,0.0,0.0,0.001,0.001
492,8.2,0.0,0.0,0.0,0.001,0.001
493,8.216666666666667,0.0,0.0,0.0,0.001,0.001
494,8.233333333333333,0.0,0.0,0.0,0.001,0.001
495,8.25,0.0,0.0,0.0,0.001,0.001
496,8.266666666666667,0.0,0.0,0.0,0.001,0.001
497,8.283333333333333,0.0,0.0,0.0,0.001,0.001
498,8.3,0.0,0.0,0.0,0.001,0.001
499,8.316666666666666,0.0,0.0,0.0,0.001,0.001
500,8.333333333333334,0.0,0.0,0.0,0.001,0.001
501,8.35,0.0,0.0,0.0,0.001,0.001
502,8.366666666666667,0.0,0.0,0.0,0.001,0.001
503,8.383333333333333,0.0,0.0,0.0,0.001,0.001
504,8.4,0.0,0.0,0.0,0.001,0.001
505,8.416666666666666,0.0,0.0,0.0,0.001,0.001
506,8.433333333333334,0.0,0.0,0.0,0.001,0.001
507,8.45,0.0,0.0,0.0,0.001,0.001
508,8.466666666666667,0.0,0.0,0.0,0.001,0.001
509,8.483333333333333,0.0,0.0,0.0,0.001,0.001
510,8.5,0.0,0.0,0.0,0.001,0.001
511,8.516666666666667,0.0,0.0,0.0,0.001,0.001
512,8.533333333333333,0.0,0.0,0.0,0.001,0.001
513,8.55,0.0,0.0,0.0,0.001,0.001
514,8.566666666666666,0.0,0.0,0.0,0.001,0.001
515,8.583333333333334,0.0,0.0,0.0,0.001,0.001
516,8.6,0.0,0.0,0.0,0.001,0.001
517,8.616666666666667,0.0,0.0,0.0,0.001,0.001
518,8.633333333333333,0.0,0.0,0.0,0.001,0.001
519,8.65,0.0,0.0,0.0,0.001,0.001
520,8.666666666666666,0.0,0.0,0.0,0.001,0.001
521,8.683333333333334,0.0,0.0,0.0,0.001,0.001
522,8.7,0.0,0.0,0.0,0.001,0.001
523,8.716666666666667,0.0,0.0,0.0,0.001,0.001
524,8.733333333333333,0.0,0.0,0.0,0.001,0.001
525,8.75,0.0,0.0,0.0,0.001,0.001
526,8.766666666666667,0.0,0.0,0.0,0.001,0.001
527,8.783333333333333,0.0,0.0,0.0,0.001,0.001
528,8.8,0.0,0.0,0.0,0.001,0.001
529,8.816666666666666,0.0,0.0,0.0,0.001,0.001
530,8.833333333333334,0.0,0.0,0.0,0.001,0.001
531,8.85,0.0,0.0,0.0,0.001,0.001
532,8.866666666666667,0.0,0.0,0.0,0.001,0.001
533,8.883333333333333,0.0,0.0,0.0,0.001,0.001
534,8.9,0.0,0.0,0.0,0.001,0.001
535,8.916666666666666,0.0,0.0,0.0,0.001,0.001
536,8.933333333333334,0.0,0.0,0.0,0.001,0.001
537,8.95,0.0,0.0,0.0,0.001,0.001
538,8.966666666666667,0.0,0.0,0.0,0.001,0.001
539,8.983333333333333,0.0,0.0,0.0,0.001,0.001
540,9.0,0.0,0.0,0.0,0.001,0.001
541,9.016666666666667,0.0,0.0,0.0,0.001,0.001
542,9.033333333333333,0.0,0.0,0.0,0.001,0.001
543,9.05,0.0,0.0,0.0,0.001,0.001
544,9.066666666666666,0.0,0.0,0.0,0.001,0.001
545,9.083333333333334,0.0,0.0,0.0,0.001,0.001
546,9.1,0.0,0.0,0.0,0.001,0.001
547,9.116666666666667,0.0,0.0,0.0,0.001,0.001
548,9.133333333333333,0.0,0.0,0.0,0.001,0.001
549,9.15,0.0,0.0,0.0,0.001,0.001
550,9.166666666666666,0.0,0.0,0.0,0.001,0.001
551,9.183333333333334,0.0,0.0,0.0,0.001,0.001
552,9.2,0.0,0.0,0.0,0.001,0.001
553,9.216666666666667,0.0,0.0,0.0,0.001,0.001
554,9.233333333333333,0.0,0.0,0.0,0.001,0.001
555,9.25,0.0,0.0,0.0,0.001,0.001
556,9.266666666666667,0.0,0.0,0.0,0.001,0.001
557,9.283333333333333,0.0,0.0,0.0,0.001,0.001
558,9.3,0.0,0.0,0.0,0.001,0.001
559,9.316666666666666,0.0,0.0,0.0,0.001,0.001
560,9.333333333333334,0.0,0.0,0.0,0.001,0.001
561,9.35,0.0,0.0,0.0,0.001,0.001
562,9.366666666666667,0.0,0.0,0.0,0.001,0.001
563,9.383333333333333,0.0,0.0,0.0,0.001,0.001
564,9.4,0.0,0.0,0.0,0.001,0.001
565,9.416666666666666,0.0,0.0,0.0,0.001,0.001
566,9.433333333333334,0.0,0.0,0.0,0.001,0.001
567,9.45,0.0,0.0,0.0,0.001,0.001
568,9.466666666666667,0.0,0.0,0.0,0.001,0.001
569,9.483333333333333,0.0,0.0,0.0,0.001,0.001
570,9.5,0.0,0.0,0.0,0.001,0.001
571,9.516666666666667,0.0,0.0,0.0,0.001,0.001
572,9.533333333333333,0.0,0.0,0.0,0.001,0.001
573,9.55,0.0,0.0,0.0,0.001,0.001
574,9.566666666666666,0.0,0.0,0.0,0.001,0.001
575,9.583333333333334,0.0,0.0,0.0,0.001,0.001
576,9.6,0.0,0.0,0.0,0.001,0.001
577,9.616666666666667,0.0,0.0,0.0,0.001,0.001
578,9.633333333333333,0.0,0.0,0.0,0.001,0.001
579,9.65,0.0,0.0,0.0,0.001,0.001
580,9.666666666666666,0.0,0.0,0.0,0.001,0.001
581,9.683333333333334,0.0,0.0,0.0,0.001,0.001
582,9.7,0.0,0.0,0.0,0.001,0.001
583,9.716666666666667,0.0,0.0,0.0,0.001,0.001
584,9.733333333333333,0.0,0.0,0.0,0.001,0.001
585,9.75,0.0,0.0,0.0,0.001,0.001
586,9.766666666666667,0.0,0.0,0.0,0.001,0.001
587,9.783333333333333,0.0,0.0,0.0,0.001,0.001
588,9.8,0.0,0.0,0.0,0.001,0.001
589,9.816666666666666,0.0,0.0,0.0,0.001,0.001
590,9.833333333333334,0.0,0.0,0.0,0.001,0.001
591,9.85,0.0,0.0,0.0,0.001,0.001
592,9.866666666666667,0.0,0.0,0.0,0.001,0.001
593,9.883333333333333,0.0,0.0,0.0,0.001,0.001
594,9.9,0.0,0.0,0.0,0.001,0.001
595,9.916666666666666,0.0,0.0,0.0,0.001,0.001
596,9.933333333333334,0.0,0.0,0.0,0.001,0.001
597,9.95,0.0,0.0,0.0,0.001,0.001
598,9.966666666666667,0.0,0.0,0.0,0.001,0.001
599,9.983333333333333,0.0,0.0,0.0,0.001,0.001
600,10.0,0.0,0.0,0.0,0.001,0.001
601,10.016666666666667,0.0,0.0,0.0,0.001,0.001
602,10.033333333333333,0.0,0.0,0.0,0.001,0.001
603,10.05,0.0,0.0,0.0,0.001,0.001
604,10.066666666666666,0.0,0.0,0.0,0.001,0.001
605,10.083333333333334,0.0,0.0,0.0,0.001,0.001
606,10.1,0.0,0.0,0.0,0.001,0.001
607,10.116666666666667,0.0,0.0,0.0,0.001,0.001
608,10.133333333333333,0.0,0.0,0.0,0.001,0.001
609,10.15,0.0,0.0,0.0,0.001,0.001
610,10.166666666666666,0.0,0.0,0.0,0.001,0.001
611,10.183333333333334,0.0,0.0,0.0,0.001,0.001
612,10.2,0.0,0.0,0.0,0.001,0.001
613,10.216666666666667,0.0,0.0,0.0,0.001,0.001
614,10.233333333333333,0.0,0.0,0.0,0.001,0.001
615,10.25,0.0,0.0,0.0,0.001,0.001
616,10.266666666666667,0.0,0.0,0.0,0.001,0.001
617,10.283333333333333,0.0,0.0,0.0,0.001,0.001
618,10.3,0.0,0.0,0.0,0.001,0.001
619,10.316666666666666,0.0,0.0,0.0,0.001,0.001
620,10.333333333333334,0.0,0.0,0.0,0.001,0.001
621,10.35,0.0,0.0,0.0,0.001,0.001
622,10.366666666666667,0.0,0.0,0.0,0.001,0.001
623,10.383333333333333,0.0,0.0,0.0,0.001,0.001
624,10.4,0.0,0.0,0.0,0.001,0.001
625,10.416666666666666,0.0,0.0,0.0,0.001,0.001
626,10.433333333333334,0.0,0.0,0.0,0.001,0.001
627,10.45,0.0,0.0,0.0,0.001,0.001
628,10.466666666666667,0.0,0.0,0.0,0.001,0.001
629,10.483333333333333,0.0,0.0,0.0,0.001,0.001
630,10.5,0.0,0.0,0.0,0.001,0.001
631,10.516666666666667,0.0,0.0,0.0,0.001,0.001
632,10.533333333333333,0.0,0.0,0.0,0.001,0.001
633,10.55,0.0,0.0,0.0,0.001,0.001
634,10.566666666666666,0.0,0.0,0.0,0.001,0.001
635,10.583333333333334,0.0,0.0,0.0,0.001,0.001
636,10.6,0.0,0.0,0.0,0.001,0.001
637,10.616666666666667,0.0,0.0,0.0,0.001,0.001
638,10.633333333333333,0.0,0.0,0.0,0.001,0.001
639,10.65,0.0,0.0,0.0,0.001,0.001
640,10.666666666666666,0.0,0.0,0.0,0.001,0.001
641,10.683333333333334,0.0,0.0,0.0,0.001,0.001
642,10.7,0.0,0.0,0.0,0.001,0.001
643,10.716666666666667,0.0,0.0,0.0,0.001,0.001
644,10.733333333333333,0.0,0.0,0.0,0.001,0.001
645,10.75,0.0,0.0,0.0,0.001,0.001
646,10.766666666666667,0.0,0.0,0.0,0.001,0.001
647,10.783333333333333,0.0,0.0,0.0,0.001,0.001
648,10.8,0.0,0.0,0.0,0.001,0.001
649,10.816666666666666,0.0,0.0,0.0,0.001,0.001
650,10.833333333333334,0.0,0.0,0.0,0.001,0.001
651,10.85,0.0,0.0,0.0,0.001,0.001
652,10.866666666666667,0.0,0.0,0.0,0.001,0.001
653,10.883333333333333,0.0,0.0,0.0,0.001,0.001
654,10.9,0.0,0.0,0.0,0.001,0.001
655,10.916666666666666,0.0,0.0,0.0,0.001,0.001
656,10.933333333333334,0.0,0.0,0.0,0.001,0.001
657,10.95,0.0,0.0,0.0,0.001,0.001
658,10.966666666666667,0.0,0.0,0.0,0.001,0.001
659,10.983333333333333,0.0,0.0,0.0,0.001,0.001
660,11.0,0.0,0.0,0.0,0.001,0.001
661,11.016666666666667,0.0,0.0,0.0,0.001,0.001
662,11.033333333333333,0.0,0.0,0.0,0.001,0.001
663,11.05,0.0,0.0,0.0,0.001,0.001
664,11.066666666666666,0.0,0.0,0.0,0.001,0.001
665,11.083333333333334,0.0,0.0,0.0,0.001,0.001
666,11.1,0.0,0.0,0.0,0.001,0.001
667,11.116666666666667,0.0,0.0,0.0,0.001,0.001
668,11.133333333333333,0.0,0.0,0.0,0.001,0.001
669,11.15,0.0,0.0,0.0,0.001,0.001
670,11.166666666666666,0.0,0.0,0.0,0.001,0.001
671,11.183333333333334,0.0,0.0,0.0,0.001,0.001
672,11.2,0.0,0.0,0.0,0.001,0.001
673,11.216666666666667,0.0,0.0,0.0,0.001,0.001
674,11.233333333333333,0.0,0.0,0.0,0.001,0.001
675,11.25,0.0,0.0,0.0,0.001,0.001
676,11.266666666666667,0.0,0.0,0.0,0.001,0.001
677,11.283333333333333,0.0,0.0,0.0,0.001,0.001
678,11.3,0.0,0.0,0.0,0.001,0.001
679,11.316666666666666,0.0,0.0,0.0,0.001,0.001
680,11.333333333333334,0.0,0.0,0.0,0.001,0.001
681,11.35,0.0,0.0,0.0,0.001,0.001
682,11.366666666666667,0.0,0.0,0.0,0.001,0.001
683,11.383333333333333,0.0,0.0,0.0,0.001,0.001
684,11.4,0.0,0.0,0.0,0.001,0.001
685,11.416666666666666,0.0,0.0,0.0,0.001,0.001
686,11.433333333333334,0.0,0.0,0.0,0.001,0.001
687,11.45,0.0,0.0,0.0,0.001,0.001
688,11.466666666666667,0.0,0.0,0.0,0.001,0.001
689,11.483333333333333,0.0,0.0,0.0,0.001,0.001
690,11.5,0.0,0.0,0.0,0.001,0.001
691,11.516666666666667,0.0,0.0,0.0,0.001,0.001
692,11.533333333333333,0.0,0.0,0.0,0.001,0.001
693,11.55,0.0,0.0,0.0,0.001,0.001
694,11.566666666666666,0.0,0.0,0.0,0.001,0.001
695,11.583333333333334,0.0,0.0,0.0,0.001,0.001
696,11.6,0.0,0.0,0.0,0.001,0.001
697,11.616666666666667,0.0,0.0,0.0,0.001,0.001
698,11.633333333333333,0.0,0.0,0.0,0.001,0.001
699,11.65,0.0,0.0,0.0,0.001,0.001
700,11.666666666666666,0.0,0.0,0.0,0.001,0.001
701,11.683333333333334,0.0,0.0,0.0,0.001,0.001
702,11.7,0.0,0.0,0.0,0.001,0.001
703,11.716666666666667,0.0,0.0,0.0,0.001,0.001
704,11.733333333333333,0.0,0.0,0.0,0.001,0.001
705,11.75,0.0,0.0,0.0,0.001,0.001
706,11.766666666666667,0.0,0.0,0.0,0.001,0.001
707,11.783333333333333,0.0,0.0,0.0,0.001,0.001
708,11.8,0.0,0.0,0.0,0.001,0.001
709,11.816666666666666,0.0,0.0,0.0,0.001,0.001
710,11.833333333333334,0.0,0.0,0.0,0.001,0.001
711,11.85,0.0,0.0,0.0,0.001,0.001
712,11.866666666666667,0.0,0.0,0.0,0.001,0.001
713,11.883333333333333,0.0,0.0,0.0,0.001,0.001
714,11.9,0.0,0.0,0.0,0.001,0.001
715,11.916666666666666,0.0,0.0,0.0,0.001,0.001
716,11.933333333333334,0.0,0.0,0.0,0.001,0.001
717,11.95,0.0,0.0,0.0,0.001,0.001
718,11.966666666666667,0.0,0.0,0.0,0.001,0.001
719,11.983333333333333,0.0,0.0,0.0,0.001,0.001
720,12.0,0.0,0.0,0.0,0.001,0.001
721,12.016666666666667,0.0,0.0,0.0,0.001,0.001
722,12.033333333333333,0.0,0.0,0.0,0.001,0.001
723,12.05,0.0,0.0,0.0,0.001,0.001
724,12.066666666666666,0.0,0.0,0.0,0.001,0.001
725,12.083333333333334,0.0,0.0,0.001,0.001,0.002
726,12.1,0.0,0.0,50.0,0.001,50.001
727,12.116666666666667,0.0,0.0,0.001,0.001,0.002
728,12.133333333333333,0.0,0.0,100.0,0.001,100.001
729,12.15,0.0,0.0,50.0,0.001,50.001
730,12.166666666666666,0.0,0.0,50.0,0.001,50.001
731,12.183333333333334,0.0,0.0,100.0,0.001,100.001
732,12.2,0.0,0.0,100.0,0.001,100.001
733,12.216666666666667,0.0,0.0,100.0,0.001,100.001
734,12.233333333333333,0.0,0.0,50.0,0.001,50.001
735,12.25,0.0,0.0,50.0,0.001,50.001
736,12.266666666666667,0.0,0.0,50.0,0.001,50.001
737,12.283333333333333,0.0,0.0,50.0,0.001,50.001
738,12.3,0.0,0.0,50.0,0.001,50.001
739,12.316666666666666,0.0,0.0,50.0,0.001,50.001
740,12.333333333333334,0.0,0.0,50.0,0.001,50.001
741,12.35,0.0,0.0,50.0,0.001,50.001
742,12.366666666666667,0.0,0.0,50.0,0.001,50.001
743,12.383333333333333,0.0,0.0,50.0,0.001,50.001
744,12.4,0.0,0.0,50.0,0.001,50.001
745,12.416666666666666,0.0,0.0,50.0,0.001,50.001
746,12.433333333333334,0.0,0.0,50.0,0.001,50.001
747,12.45,0.0,0.0,50.0,0.001,50.001
748,12.466666666666667,0.0,0.0,50.0,0.001,50.001
749,12.483333333333333,0.0,0.0,50.0,0.001,50.001
750,12.5,0.0,0.0,50.0,0.001,50.001
751,12.516666666666667,0.0,0.0,0.001,0.001,0.002
752,12.533333333333333,0.0,0.0,50.0,0.001,50.001
753,12.55,0.0,0.0,50.0,0.001,50.001
754,12.566666666666666,0.0,0.0,50.0,0.001,50.001
755,12.583333333333334,0.0,0.0,50.0,0.001,50.001
756,12.6,0.0,0.0,50.0,0.001,50.001
757,12.616666666666667,0.0,0.0,50.0,0.001,50.001
758,12.633333333333333,0.0,0.0,50.0,0.001,50.001
759,12.65,0.0,0.0,50.0,0.001,50.001
760,12.666666666666666,0.0,0.0,50.0,0.001,50.001
761,12.683333333333334,0.0,0.0,0.001,0.001,0.002
762,12.7,0.0,0.0,0.001,0.001,0.002
763,12.716666666666667,0.0,0.0,100.0,0.001,100.001
764,12.733333333333333,0.0,0.0,100.0,0.001,100.001
765,12.75,0.0,0.0,50.0,0.001,50.001
766,12.766666666666667,0.0,0.0,0.001,0.001,0.002
767,12.783333333333333,0.0,0.0,50.0,0.001,50.001
768,12.8,0.0,0.0,50.0,0.001,50.001
769,12.816666666666666,0.0,0.0,100.0,0.001,100.001
770,12.833333333333334,0.0,0.0,100.0,0.001,100.001
771,12.85,0.0,0.0,100.0,0.001,100.001
772,12.866666666666667,0.0,0.0,100.0,0.001,100.001
773,12.883333333333333,0.0,0.0,100.0,0.001,100.001
774,12.9,0.0,0.0,100.0,0.001,100.001
775,12.916666666666666,0.0,0.0,100.0,0.001,100.001
776,12.933333333333334,0.0,0.0,100.0,0.001,100.001
777,12.95,0.0,0.0,100.0,0.001,100.001
778,12.966666666666667,0.0,0.0,100.0,0.001,100.001
779,12.983333333333333,0.0,0.0,100.0,0.001,100.001
780,13.0,0.0,0.0,100.0,0.001,100.001
781,13.016666666666667,0.0,0.0,50.0,0.001,50.001
782,13.033333333333333,0.0,0.0,50.0,0.001,50.001
783,13.05,0.0,0.0,50.0,0.001,50.001
784,13.066666666666666,0.0,0.0,0.001,0.001,0.002
785,13.083333333333334,0.0,0.0,50.0,0.001,50.001
786,13.1,0.0,0.0,50.0,0.001,50.001
787,13.116666666666667,0.0,0.0,50.0,0.001,50.001
788,13.133333333333333,0.0,0.0,50.0,0.001,50.001
789,13.15,0.0,0.0,100.0,0.001,100.001
790,13.166666666666666,0.0,0.0,100.0,0.001,100.001
791,13.183333333333334,0.0,0.0,100.0,0.001,100.001
792,13.2,0.0,0.0,100.0,0.001,100.001
793,13.216666666666667,0.0,0.0,100.0,0.001,100.001
794,13.233333333333333,0.0,0.0,100.0,0.001,100.001
795,13.25,0.0,0.0,100.0,0.001,100.001
796,13.266666666666667,0.0,0.0,100.0,0.001,100.001
797,13.283333333333333,0.0,0.0,100.0,0.001,100.001
798,13.3,0.0,0.0,100.0,0.001,100.001
799,13.316666666666666,0.0,0.0,100.0,0.001,100.001
800,13.333333333333334,0.0,0.0,100.0,0.001,100.001
801,13.35,0.0,0.0,100.0,150.0,250.0
802,13.366666666666667,0.0,0.0,100.0,150.0,250.0
803,13.383333333333333,0.0,0.0,100.0,150.0,250.0
804,13.4,0.0,0.0,0.001,150.0,150.001
805,13.416666666666666,0.0,0.0,50.0,150.0,200.0
806,13.433333333333334,0.0,0.0,50.0,150.0,200.0
807,13.45,0.0,0.0,50.0,150.0,200.0
808,13.466666666666667,0.0,0.0,0.001,150.0,150.001
809,13.483333333333333,0.0,0.0,0.001,150.0,150.001
810,13.5,0.0,0.0,0.001,150.0,150.001
811,13.516666666666667,0.0,0.0,50.0,150.0,200.0
812,13.533333333333333,0.0,0.0,50.0,150.0,200.0
813,13.55,0.0,0.0,50.0,150.0,200.0
814,13.566666666666666,0.0,0.0,0.001,150.0,150.001
815,13.583333333333334,0.0,0.0,50.0,150.0,200.0
816,13.6,0.0,0.0,50.0,150.0,200.0
817,13.616666666666667,0.0,0.0,50.0,150.0,200.0
818,13.633333333333333,0.0,0.0,0.001,150.0,150.001
819,13.65,0.0,0.0,50.0,150.0,200.0
820,13.666666666666666,0.0,0.0,50.0,150.0,200.0
821,13.683333333333334,0.0,0.0,0.001,150.0,150.001
822,13.7,0.0,0.0,100.0,150.0,250.0
823,13.716666666666667,0.0,0.0,50.0,150.0,200.0
824,13.733333333333333,0.0,0.0,50.0,150.0,200.0
825,13.75,0.0,0.0,0.001,150.0,150.001
826,13.766666666666667,0.0,0.0,50.0,150.0,200.0
827,13.783333333333333,0.0,0.0,50.0,150.0,200.0
828,13.8,0.0,0.0,50.0,150.0,200.0
829,13.816666666666666,0.0,0.0,50.0,150.0,200.0
830,13.833333333333334,0.0,0.0,50.0,150.0,200.0
831,13.85,0.0,0.0,0.001,150.0,150.001
832,13.866666666666667,0.0,0.0,50.0,150.0,200.0
833,13.883333333333333,0.0,0.0,50.0,150.0,200.0
834,13.9,0.0,0.0,50.0,150.0,200.0
835,13.916666666666666,0.0,0.0,50.0,150.0,200.0
836,13.933333333333334,0.0,0.0,50.0,150.0,200.0
837,13.95,0.0,0.0,50.0,150.0,200.0
838,13.966666666666667,0.0,0.0,50.0,150.0,200.0
839,13.983333333333333,0.0,0.0,50.0,150.0,200.0
840,14.0,0.0,0.0,50.0,150.0,200.0
841,14.016666666666667,0.0,0.0,50.0,150.0,200.0
842,14.033333333333333,0.0,0.0,50.0,150.0,200.0
843,14.05,0.0,0.0,50.0,150.0,200.0
844,14.066666666666666,0.0,0.0,50.0,150.0,200.0
845,14.083333333333334,0.0,0.0,50.0,150.0,200.0
846,14.1,0.0,0.0,50.0,150.0,200.0
847,14.116666666666667,0.0,0.0,50.0,150.0,200.0
848,14.133333333333333,0.0,0.0,50.0,150.0,200.0
849,14.15,0.0,0.0,50.0,150.0,200.0
850,14.166666666666666,0.0,0.0,50.0,150.0,200.0
851,14.183333333333334,0.0,0.0,50.0,150.0,200.0
852,14.2,0.0,0.0,50.0,150.0,200.0
853,14.216666666666667,0.0,0.0,50.0,150.0,200.0
854,14.233333333333333,0.0,0.0,50.0,150.0,200.0
855,14.25,0.0,0.0,50.0,150.0,200.0
856,14.266666666666667,0.0,0.0,50.0,150.0,200.0
857,14.283333333333333,0.0,0.0,50.0,150.0,200.0
858,14.3,0.0,0.0,50.0,150.0,200.0
859,14.316666666666666,0.0,0.0,50.0,150.0,200.0
860,14.333333333333334,0.0,0.0,50.0,150.0,200.0
861,14.35,0.0,0.0,50.0,150.0,200.0
862,14.366666666666667,0.0,0.0,50.0,150.0,200.0
863,14.383333333333333,0.0,0.0,50.0,150.0,200.0
864,14.4,0.0,0.0,50.0,150.0,200.0
865,14.416666666666666,0.0,0.0,50.0,150.0,200.0
866,14.433333333333334,0.0,0.0,50.0,150.0,200.0
867,14.45,0.0,0.0,50.0,150.0,200.0
868,14.466666666666667,0.0,0.0,50.0,150.0,200.0
869,14.483333333333333,0.0,0.0,50.0,150.0,200.0
870,14.5,0.0,0.0,50.0,150.0,200.0
871,14.516666666666667,0.0,0.0,50.0,150.0,200.0
872,14.533333333333333,0.0,0.0,50.0,150.0,200.0
873,14.55,0.0,0.0,50.0,150.0,200.0
874,14.566666666666666,0.0,0.0,50.0,150.0,200.0
875,14.583333333333334,0.0,0.0,50.0,150.0,200.0
876,14.6,0.0,0.0,50.0,150.0,200.0
877,14.616666666666667,0.0,0.0,50.0,150.0,200.0
878,14.633333333333333,0.0,0.0,50.0,150.0,200.0
879,14.65,0.0,0.0,50.0,150.0,200.0
880,14.666666666666666,0.0,0.0,50.0,150.0,200.0
881,14.683333333333334,0.0,0.0,50.0,150.0,200.0
882,14.7,0.0,0.0,50.0,150.0,200.0
883,14.716666666666667,0.0,0.0,50.0,150.0,200.0
884,14.733333333333333,0.0,0.0,100.0,150.0,250.0
885,14.75,0.0,0.0,50.0,150.0,200.0
886,14.766666666666667,0.0,0.0,100.0,150.0,250.0
887,14.783333333333333,0.0,0.0,0.001,150.0,150.001
888,14.8,0.0,0.0,100.0,150.0,250.0
889,14.816666666666666,0.0,0.0,0.001,150.0,150.001
890,14.833333333333334,0.0,0.0,100.0,150.0,250.0
891,14.85,0.0,0.0,50.0,150.0,200.0
892,14.866666666666667,0.0,0.0,50.0,150.0,200.0
893,14.883333333333333,0.0,0.0,50.0,150.0,200.0
894,14.9,0.0,0.0,50.0,150.0,200.0
895,14.916666666666666,0.0,0.0,50.0,150.0,200.0
896,14.933333333333334,0.0,0.0,50.0,150.0,200.0
897,14.95,0.0,0.0,50.0,150.0,200.0
898,14.966666666666667,0.0,0.0,50.0,150.0,200.0
899,14.983333333333333,0.0,0.0,50.0,150.0,200.0
900,15.0,0.0,0.0,50.0,150.0,200.0
901,15.016666666666667,0.0,0.0,50.0,150.0,200.0
902,15.033333333333333,0.0,0.0,50.0,150.0,200.0
903,15.05,0.0,0.0,50.0,150.0,200.0
904,15.066666666666666,0.0,0.0,0.001,150.0,150.001
905,15.083333333333334,0.0,0.0,50.0,150.0,200.0
906,15.1,0.0,0.0,50.0,150.0,200.0
907,15.116666666666667,0.0,0.0,50.0,150.0,200.0
908,15.133333333333333,0.0,0.0,0.001,150.0,150.001
909,15.15,0.0,0.0,0.001,150.0,150.001
910,15.166666666666666,0.0,0.0,50.0,150.0,200.0
911,15.183333333333334,0.0,0.0,50.0,150.0,200.0
912,15.2,0.0,0.0,0.001,150.0,150.001
913,15.216666666666667,0.0,0.0,0.001,150.0,150.001
914,15.233333333333333,0.0,0.0,0.001,150.0,150.001
915,15.25,0.0,0.0,50.0,150.0,200.0
916,15.266666666666667,0.0,0.0,50.0,150.0,200.0
917,15.283333333333333,0.0,0.0,50.0,150.0,200.0
918,15.3,0.0,0.0,50.0,150.0,200.0
919,15.316666666666666,0.0,0.0,0.001,150.0,150.001
920,15.333333333333334,0.0,0.0,0.001,150.0,150.001
921,15.35,0.0,0.0,0.001,150.0,150.001
922,15.366666666666667,0.0,0.0,100.0,150.0,250.0
923,15.383333333333333,0.0,0.0,0.001,150.0,150.001
924,15.4,0.0,0.0,50.0,150.0,200.0
925,15.416666666666666,0.0,0.0,50.0,150.0,200.0
926,15.433333333333334,0.0,0.0,50.0,150.0,200.0
927,15.45,0.0,0.0,50.0,150.0,200.0
928,15.466666666666667,0.0,0.0,50.0,150.0,200.0
929,15.483333333333333,0.0,0.0,50.0,150.0,200.0
930,15.5,0.0,0.0,50.0,150.0,200.0
931,15.516666666666667,0.0,0.0,50.0,150.0,200.0
932,15.533333333333333,0.0,0.0,50.0,150.0,200.0
933,15.55,0.0,0.0,0.001,150.0,150.001
934,15.566666666666666,0.0,0.0,0.001,150.0,150.001
935,15.583333333333334,0.0,0.0,100.0,150.0,250.0
936,15.6,0.0,0.0,50.0,150.0,200.0
937,15.616666666666667,0.0,0.0,50.0,150.0,200.0
938,15.633333333333333,0.0,0.0,50.0,150.0,200.0
939,15.65,0.0,0.0,50.0,150.0,200.0
940,15.666666666666666,0.0,0.0,50.0,150.0,200.0
941,15.683333333333334,0.0,0.0,50.0,150.0,200.0
942,15.7,0.0,0.0,50.0,150.0,200.0
943,15.716666666666667,0.0,0.0,50.0,150.0,200.0
944,15.733333333333333,0.0,0.0,50.0,150.0,200.0
945,15.75,0.0,0.0,50.0,150.0,200.0
946,15.766666666666667,0.0,0.0,50.0,150.0,200.0
947,15.783333333333333,0.0,0.0,50.0,150.0,200.0
948,15.8,0.0,0.0,50.0,150.0,200.0
949,15.816666666666666,0.0,0.0,50.0,150.0,200.0
950,15.833333333333334,0.0,0.0,0.001,150.0,150.001
951,15.85,0.0,0.0,50.0,150.0,200.0
952,15.866666666666667,0.0,0.0,0.001,150.0,150.001
953,15.883333333333333,0.0,0.0,0.001,150.0,150.001
954,15.9,0.0,0.0,50.0,150.0,200.0
955,15.916666666666666,0.0,0.0,50.0,150.0,200.0
956,15.933333333333334,0.0,0.0,50.0,150.0,200.0
957,15.95,0.0,0.0,50.0,150.0,200.0
958,15.966666666666667,0.0,0.0,50.0,150.0,200.0
959,15.983333333333333,0.0,0.0,50.0,150.0,200.0
960,16.0,0.0,0.0,50.0,150.0,200.0
961,16.016666666666666,0.0,0.0,50.0,150.0,200.0
962,16.033333333333335,0.0,0.0,50.0,150.0,200.0
963,16.05,0.0,0.0,50.0,150.0,200.0
964,16.066666666666666,0.0,0.0,50.0,150.0,200.0
965,16.083333333333332,0.0,0.0,50.0,150.0,200.0
